,Team1,Team2,Rounds,Year_com,Day,Month,Year,Score1,Score2,Ranking T1,Score T1,Ranking T2,Score T2,NW1,NF1,ND1,NW2,NF2,ND2
725,Spain,Saudi Arabia,Group Phase,2006-6-23,23.0,6.0,2006.0,1.0,0.0,5.0,756.0,34.0,651.0,62,14,24,55,24,21
726,France,Togo,Group Phase,2006-6-23,23.0,6.0,2006.0,2.0,0.0,8.0,749.0,61.0,569.0,69,10,21,35,43,22
727,Korea Republic,Switzerland,Group Phase,2006-6-23,23.0,6.0,2006.0,0.0,2.0,29.0,677.0,35.0,648.0,42,28,30,37,34,29
728,Sweden,Germany,Round of 16,2006-6-24,24.0,6.0,2006.0,0.0,2.0,16.0,709.0,19.0,696.0,44,22,34,53,24,23
729,Mexico,Argentina,Round of 16,2006-6-24,24.0,6.0,2006.0,1.0,2.0,4.0,758.0,9.0,746.0,52,28,20,60,18,22
730,Ecuador,England,Round of 16,2006-6-25,25.0,6.0,2006.0,0.0,1.0,39.0,631.0,10.0,741.0,36,39,25,53,19,28
731,Netherlands,Portugal,Round of 16,2006-6-25,25.0,6.0,2006.0,0.0,1.0,3.0,768.0,7.0,750.0,56,11,33,62,14,24
732,Australia,Italy,Round of 16,2006-6-26,26.0,6.0,2006.0,0.0,1.0,42.0,612.0,13.0,728.0,61,23,16,51,16,33
733,Ukraine,Switzerland,Round of 16,2006-6-26,26.0,6.0,2006.0,0.0,0.0,45.0,609.0,35.0,648.0,40,26,34,37,34,29
734,Ghana,Brazil,Round of 16,2006-6-27,27.0,6.0,2006.0,0.0,3.0,48.0,600.0,1.0,827.0,40,34,26,54,19,27
735,France,Spain,Round of 16,2006-6-27,27.0,6.0,2006.0,3.0,1.0,8.0,749.0,5.0,756.0,69,10,21,62,14,24
736,Argentina,Germany,Quarter Finals,2006-6-30,30.0,6.0,2006.0,1.0,1.0,9.0,746.0,19.0,696.0,60,18,22,53,24,23
737,Ukraine,Italy,Quarter Finals,2006-6-30,30.0,6.0,2006.0,0.0,3.0,45.0,609.0,13.0,728.0,40,26,34,51,16,33
738,Portugal,England,Quarter Finals,2006-7-1,1.0,7.0,2006.0,0.0,0.0,7.0,750.0,10.0,741.0,62,14,24,53,19,28
739,France,Brazil,Quarter Finals,2006-7-1,1.0,7.0,2006.0,1.0,0.0,8.0,749.0,1.0,827.0,69,10,21,54,19,27
740,Italy,Germany,Semi Finals,2006-7-4,4.0,7.0,2006.0,2.0,0.0,13.0,728.0,19.0,696.0,51,16,33,53,24,23
741,France,Portugal,Semi Finals,2006-7-5,5.0,7.0,2006.0,1.0,0.0,8.0,749.0,7.0,750.0,69,10,21,62,14,24
742,Portugal,Germany,Play-off for third place,2006-7-8,8.0,7.0,2006.0,1.0,3.0,7.0,750.0,19.0,696.0,62,14,24,53,24,23
743,France,Italy,Finals,2006-7-9,9.0,7.0,2006.0,1.0,1.0,8.0,749.0,13.0,728.0,69,10,21,51,16,33
744,Senegal,France,Group Phase,2002-5-31,31.0,5.0,2002.0,1.0,0.0,42.0,599.0,1.0,802.0,40,27,33,63,11,26
745,Denmark,Uruguay,Group Phase,2002-6-1,1.0,6.0,2002.0,2.0,1.0,20.0,657.0,24.0,652.0,54,21,25,40,35,25
746,Cameroon,Republic of Ireland,Group Phase,2002-6-1,1.0,6.0,2002.0,1.0,1.0,17.0,672.0,15.0,674.0,45,24,31,0,0,0
747,Saudi Arabia,Germany,Group Phase,2002-6-1,1.0,6.0,2002.0,0.0,8.0,34.0,627.0,11.0,695.0,56,23,21,59,17,24
748,Nigeria,Argentina,Group Phase,2002-6-2,2.0,6.0,2002.0,0.0,1.0,27.0,644.0,3.0,784.0,49,21,30,56,18,26
749,South Africa,Paraguay,Group Phase,2002-6-2,2.0,6.0,2002.0,2.0,2.0,37.0,623.0,18.0,671.0,47,26,27,43,30,27
750,Sweden,England,Group Phase,2002-6-2,2.0,6.0,2002.0,1.0,1.0,19.0,665.0,12.0,694.0,47,20,33,46,19,35
751,Slovenia,Spain,Group Phase,2002-6-2,2.0,6.0,2002.0,1.0,3.0,25.0,649.0,8.0,713.0,32,31,27,63,11,26
752,Turkey,Brazil,Group Phase,2002-6-3,3.0,6.0,2002.0,1.0,2.0,22.0,654.0,2.0,784.0,44,32,24,66,17,17
753,Ecuador,Italy,Group Phase,2002-6-3,3.0,6.0,2002.0,0.0,2.0,36.0,624.0,6.0,717.0,41,34,25,55,18,27
754,Mexico,Croatia,Group Phase,2002-6-3,3.0,6.0,2002.0,1.0,0.0,7.0,716.0,21.0,655.0,49,29,22,48,18,34
755,Costa Rica,China,Group Phase,2002-6-4,4.0,6.0,2002.0,2.0,0.0,29.0,643.0,50.0,566.0,43,30,27,50,26,24
756,Belgium,Japan,Group Phase,2002-6-4,4.0,6.0,2002.0,2.0,2.0,23.0,653.0,32.0,634.0,46,28,26,48,25,27
757,Poland,Korea Republic,Group Phase,2002-6-4,4.0,6.0,2002.0,0.0,2.0,38.0,615.0,40.0,603.0,40,33,27,46,19,35
758,Tunisia,Russia,Group Phase,2002-6-5,5.0,6.0,2002.0,0.0,2.0,31.0,635.0,28.0,644.0,48,26,26,51,21,28
759,Portugal,USA,Group Phase,2002-6-5,5.0,6.0,2002.0,2.0,3.0,5.0,726.0,13.0,690.0,56,16,28,48,27,25
760,Republic of Ireland,Germany,Group Phase,2002-6-5,5.0,6.0,2002.0,1.0,1.0,15.0,674.0,11.0,695.0,0,0,0,59,17,24
761,Senegal,Denmark,Group Phase,2002-6-6,6.0,6.0,2002.0,1.0,1.0,42.0,599.0,20.0,657.0,40,27,33,54,21,25
762,Saudi Arabia,Cameroon,Group Phase,2002-6-6,6.0,6.0,2002.0,0.0,1.0,34.0,627.0,17.0,672.0,56,23,21,45,24,31
763,Uruguay,France,Group Phase,2002-6-6,6.0,6.0,2002.0,0.0,0.0,24.0,652.0,1.0,802.0,40,35,25,63,11,26
764,Nigeria,Sweden,Group Phase,2002-6-7,7.0,6.0,2002.0,1.0,2.0,27.0,644.0,19.0,665.0,49,21,30,47,20,33
765,England,Argentina,Group Phase,2002-6-7,7.0,6.0,2002.0,1.0,0.0,12.0,694.0,3.0,784.0,46,19,35,56,18,26
766,Paraguay,Spain,Group Phase,2002-6-7,7.0,6.0,2002.0,1.0,3.0,18.0,671.0,8.0,713.0,43,30,27,63,11,26
767,Slovenia,South Africa,Group Phase,2002-6-8,8.0,6.0,2002.0,0.0,1.0,25.0,649.0,37.0,623.0,32,31,27,47,26,27
768,China,Brazil,Group Phase,2002-6-8,8.0,6.0,2002.0,0.0,4.0,50.0,566.0,2.0,784.0,50,26,24,66,17,17
769,Croatia,Italy,Group Phase,2002-6-8,8.0,6.0,2002.0,2.0,1.0,21.0,655.0,6.0,717.0,48,18,34,55,18,27
770,Turkey,Costa Rica,Group Phase,2002-6-9,9.0,6.0,2002.0,1.0,1.0,22.0,654.0,29.0,643.0,44,32,24,43,30,27
771,Russia,Japan,Group Phase,2002-6-9,9.0,6.0,2002.0,0.0,1.0,28.0,644.0,32.0,634.0,51,21,28,48,25,27
772,Ecuador,Mexico,Group Phase,2002-6-9,9.0,6.0,2002.0,1.0,2.0,36.0,624.0,7.0,716.0,41,34,25,49,29,22
773,USA,Korea Republic,Group Phase,2002-6-10,10.0,6.0,2002.0,1.0,1.0,13.0,690.0,40.0,603.0,48,27,25,46,19,35
774,Poland,Portugal,Group Phase,2002-6-10,10.0,6.0,2002.0,0.0,4.0,38.0,615.0,5.0,726.0,40,33,27,56,16,28
775,Belgium,Tunisia,Group Phase,2002-6-10,10.0,6.0,2002.0,1.0,1.0,23.0,653.0,31.0,635.0,46,28,26,48,26,26
776,France,Denmark,Group Phase,2002-6-11,11.0,6.0,2002.0,0.0,2.0,1.0,802.0,20.0,657.0,63,11,26,54,21,25
777,Uruguay,Senegal,Group Phase,2002-6-11,11.0,6.0,2002.0,3.0,3.0,24.0,652.0,42.0,599.0,40,35,25,40,27,33
778,Republic of Ireland,Saudi Arabia,Group Phase,2002-6-11,11.0,6.0,2002.0,3.0,0.0,15.0,674.0,34.0,627.0,0,0,0,56,23,21
779,Germany,Cameroon,Group Phase,2002-6-11,11.0,6.0,2002.0,2.0,0.0,11.0,695.0,17.0,672.0,59,17,24,45,24,31
780,Argentina,Sweden,Group Phase,2002-6-12,12.0,6.0,2002.0,1.0,1.0,3.0,784.0,19.0,665.0,56,18,26,47,20,33
781,England,Nigeria,Group Phase,2002-6-12,12.0,6.0,2002.0,0.0,0.0,12.0,694.0,27.0,644.0,46,19,35,49,21,30
782,Paraguay,Slovenia,Group Phase,2002-6-12,12.0,6.0,2002.0,3.0,1.0,18.0,671.0,25.0,649.0,43,30,27,32,31,27
783,Spain,South Africa,Group Phase,2002-6-12,12.0,6.0,2002.0,3.0,2.0,8.0,713.0,37.0,623.0,63,11,26,47,26,27
784,Brazil,Costa Rica,Group Phase,2002-6-13,13.0,6.0,2002.0,5.0,2.0,2.0,784.0,29.0,643.0,66,17,17,43,30,27
785,China,Turkey,Group Phase,2002-6-13,13.0,6.0,2002.0,0.0,3.0,50.0,566.0,22.0,654.0,50,26,24,44,32,24
786,Croatia,Ecuador,Group Phase,2002-6-13,13.0,6.0,2002.0,0.0,1.0,21.0,655.0,36.0,624.0,48,18,34,41,34,25
787,Italy,Mexico,Group Phase,2002-6-13,13.0,6.0,2002.0,1.0,1.0,6.0,717.0,7.0,716.0,55,18,27,49,29,22
788,Japan,Tunisia,Group Phase,2002-6-14,14.0,6.0,2002.0,2.0,0.0,32.0,634.0,31.0,635.0,48,25,27,48,26,26
789,Korea Republic,Portugal,Group Phase,2002-6-14,14.0,6.0,2002.0,1.0,0.0,40.0,603.0,5.0,726.0,46,19,35,56,16,28
790,USA,Poland,Group Phase,2002-6-14,14.0,6.0,2002.0,1.0,3.0,13.0,690.0,38.0,615.0,48,27,25,40,33,27
791,Russia,Belgium,Group Phase,2002-6-14,14.0,6.0,2002.0,2.0,3.0,28.0,644.0,23.0,653.0,51,21,28,46,28,26
792,England,Denmark,Round of 16,2002-6-15,15.0,6.0,2002.0,3.0,0.0,12.0,694.0,20.0,657.0,46,19,35,54,21,25
793,Paraguay,Germany,Round of 16,2002-6-15,15.0,6.0,2002.0,0.0,1.0,18.0,671.0,11.0,695.0,43,30,27,59,17,24
794,Republic of Ireland,Spain,Round of 16,2002-6-16,16.0,6.0,2002.0,1.0,1.0,15.0,674.0,8.0,713.0,0,0,0,63,11,26
795,Senegal,Sweden,Round of 16,2002-6-16,16.0,6.0,2002.0,2.0,1.0,42.0,599.0,19.0,665.0,40,27,33,47,20,33
796,Belgium,Brazil,Round of 16,2002-6-17,17.0,6.0,2002.0,0.0,2.0,23.0,653.0,2.0,784.0,46,28,26,66,17,17
797,USA,Mexico,Round of 16,2002-6-17,17.0,6.0,2002.0,2.0,0.0,13.0,690.0,7.0,716.0,48,27,25,49,29,22
798,Turkey,Japan,Round of 16,2002-6-18,18.0,6.0,2002.0,1.0,0.0,22.0,654.0,32.0,634.0,44,32,24,48,25,27
799,Italy,Korea Republic,Round of 16,2002-6-18,18.0,6.0,2002.0,1.0,2.0,6.0,717.0,40.0,603.0,55,18,27,46,19,35
800,Brazil,England,Quarter Finals,2002-6-21,21.0,6.0,2002.0,2.0,1.0,2.0,784.0,12.0,694.0,66,17,17,46,19,35
801,USA,Germany,Quarter Finals,2002-6-21,21.0,6.0,2002.0,0.0,1.0,13.0,690.0,11.0,695.0,48,27,25,59,17,24
802,Turkey,Senegal,Quarter Finals,2002-6-22,22.0,6.0,2002.0,1.0,0.0,22.0,654.0,42.0,599.0,44,32,24,40,27,33
803,Korea Republic,Spain,Quarter Finals,2002-6-22,22.0,6.0,2002.0,0.0,0.0,40.0,603.0,8.0,713.0,46,19,35,63,11,26
804,Korea Republic,Germany,Semi Finals,2002-6-25,25.0,6.0,2002.0,0.0,1.0,40.0,603.0,11.0,695.0,46,19,35,59,17,24
805,Turkey,Brazil,Semi Finals,2002-6-26,26.0,6.0,2002.0,0.0,1.0,22.0,654.0,2.0,784.0,44,32,24,66,17,17
806,Turkey,Korea Republic,Play-off for third place,2002-6-29,29.0,6.0,2002.0,3.0,2.0,22.0,654.0,40.0,603.0,44,32,24,46,19,35
807,Brazil,Germany,Finals,2002-6-30,30.0,6.0,2002.0,2.0,0.0,2.0,784.0,11.0,695.0,66,17,17,59,17,24
808,Scotland,Brazil,Group Phase,1998-6-10,10.0,6.0,1998.0,1.0,2.0,41.0,48.0,1.0,71.0,44,30,26,69,9,22
809,Norway,Morocco,Group Phase,1998-6-10,10.0,6.0,1998.0,2.0,2.0,7.0,59.0,13.0,57.0,48,20,32,51,18,31
810,Chile,Italy,Group Phase,1998-6-11,11.0,6.0,1998.0,2.0,2.0,9.0,58.0,14.0,56.0,43,33,24,57,15,28
811,Austria,Cameroon,Group Phase,1998-6-11,11.0,6.0,1998.0,1.0,1.0,31.0,51.0,49.0,45.0,38,39,23,40,27,33
812,Bulgaria,Paraguay,Group Phase,1998-6-12,12.0,6.0,1998.0,0.0,0.0,35.0,50.0,29.0,52.0,41,34,25,44,32,24
813,Denmark,Saudi Arabia,Group Phase,1998-6-12,12.0,6.0,1998.0,1.0,0.0,27.0,52.0,34.0,50.0,50,23,27,52,24,24
814,South Africa,France,Group Phase,1998-6-12,12.0,6.0,1998.0,0.0,3.0,24.0,54.0,18.0,56.0,45,27,19,55,13,32
815,Nigeria,Spain,Group Phase,1998-6-13,13.0,6.0,1998.0,3.0,2.0,74.0,36.0,15.0,56.0,44,28,28,56,18,26
816,Mexico,Korea Republic,Group Phase,1998-6-13,13.0,6.0,1998.0,3.0,1.0,4.0,61.0,20.0,55.0,45,25,30,48,22,30
817,Belgium,Netherlands,Group Phase,1998-6-13,13.0,6.0,1998.0,0.0,0.0,36.0,50.0,25.0,54.0,45,28,27,57,20,23
818,Japan,Argentina,Group Phase,1998-6-14,14.0,6.0,1998.0,0.0,1.0,12.0,57.0,6.0,60.0,50,27,23,49,17,34
819,IR Iran,Yugoslavia,Group Phase,1998-6-14,14.0,6.0,1998.0,0.0,1.0,42.0,47.0,8.0,59.0,49,23,28,54,28,18
820,Croatia,Jamaica,Group Phase,1998-6-14,14.0,6.0,1998.0,3.0,1.0,19.0,55.0,30.0,52.0,39,14,17,48,24,28
821,Tunisia,England,Group Phase,1998-6-15,15.0,6.0,1998.0,0.0,2.0,21.0,55.0,5.0,60.0,48,23,29,51,14,35
822,Colombia,Romania,Group Phase,1998-6-15,15.0,6.0,1998.0,0.0,1.0,10.0,58.0,22.0,54.0,42,23,35,53,24,23
823,USA,Germany,Group Phase,1998-6-15,15.0,6.0,1998.0,0.0,2.0,11.0,58.0,2.0,64.0,41,32,27,64,12,24
824,Norway,Scotland,Group Phase,1998-6-16,16.0,6.0,1998.0,1.0,1.0,7.0,59.0,41.0,48.0,48,20,32,44,30,26
825,Morocco,Brazil,Group Phase,1998-6-16,16.0,6.0,1998.0,0.0,3.0,13.0,57.0,1.0,71.0,51,18,31,69,9,22
826,Austria,Chile,Group Phase,1998-6-17,17.0,6.0,1998.0,1.0,1.0,31.0,51.0,9.0,58.0,38,39,23,43,33,24
827,Cameroon,Italy,Group Phase,1998-6-17,17.0,6.0,1998.0,0.0,3.0,49.0,45.0,14.0,56.0,40,27,33,57,15,28
828,Denmark,South Africa,Group Phase,1998-6-18,18.0,6.0,1998.0,1.0,1.0,27.0,52.0,24.0,54.0,50,23,27,45,27,19
829,Saudi Arabia,France,Group Phase,1998-6-18,18.0,6.0,1998.0,0.0,4.0,34.0,50.0,18.0,56.0,52,24,24,55,13,32
830,Bulgaria,Nigeria,Group Phase,1998-6-19,19.0,6.0,1998.0,0.0,1.0,35.0,50.0,74.0,36.0,41,34,25,44,28,28
831,Paraguay,Spain,Group Phase,1998-6-19,19.0,6.0,1998.0,0.0,0.0,29.0,52.0,15.0,56.0,44,32,24,56,18,26
832,Croatia,Japan,Group Phase,1998-6-20,20.0,6.0,1998.0,1.0,0.0,19.0,55.0,12.0,57.0,39,14,17,50,27,23
833,Mexico,Belgium,Group Phase,1998-6-20,20.0,6.0,1998.0,2.0,2.0,4.0,61.0,36.0,50.0,45,25,30,45,28,27
834,Korea Republic,Netherlands,Group Phase,1998-6-20,20.0,6.0,1998.0,0.0,5.0,20.0,55.0,25.0,54.0,48,22,30,57,20,23
835,Yugoslavia,Germany,Group Phase,1998-6-21,21.0,6.0,1998.0,2.0,2.0,8.0,59.0,2.0,64.0,54,28,18,64,12,24
836,Jamaica,Argentina,Group Phase,1998-6-21,21.0,6.0,1998.0,0.0,5.0,30.0,52.0,6.0,60.0,48,24,28,49,17,34
837,IR Iran,USA,Group Phase,1998-6-21,21.0,6.0,1998.0,2.0,1.0,42.0,47.0,11.0,58.0,49,23,28,41,32,27
838,Tunisia,Colombia,Group Phase,1998-6-22,22.0,6.0,1998.0,0.0,1.0,21.0,55.0,10.0,58.0,48,23,29,42,23,35
839,England,Romania,Group Phase,1998-6-22,22.0,6.0,1998.0,1.0,2.0,5.0,60.0,22.0,54.0,51,14,35,53,24,23
840,Austria,Italy,Group Phase,1998-6-23,23.0,6.0,1998.0,1.0,2.0,31.0,51.0,14.0,56.0,38,39,23,57,15,28
841,Cameroon,Chile,Group Phase,1998-6-23,23.0,6.0,1998.0,1.0,1.0,49.0,45.0,9.0,58.0,40,27,33,43,33,24
842,Morocco,Scotland,Group Phase,1998-6-23,23.0,6.0,1998.0,3.0,0.0,13.0,57.0,41.0,48.0,51,18,31,44,30,26
843,Norway,Brazil,Group Phase,1998-6-23,23.0,6.0,1998.0,2.0,1.0,7.0,59.0,1.0,71.0,48,20,32,69,9,22
844,Denmark,France,Group Phase,1998-6-24,24.0,6.0,1998.0,1.0,2.0,27.0,52.0,18.0,56.0,50,23,27,55,13,32
845,Saudi Arabia,South Africa,Group Phase,1998-6-24,24.0,6.0,1998.0,2.0,2.0,34.0,50.0,24.0,54.0,52,24,24,45,27,19
846,Bulgaria,Spain,Group Phase,1998-6-24,24.0,6.0,1998.0,1.0,6.0,35.0,50.0,15.0,56.0,41,34,25,56,18,26
847,Paraguay,Nigeria,Group Phase,1998-6-24,24.0,6.0,1998.0,3.0,1.0,29.0,52.0,74.0,36.0,44,32,24,44,28,28
848,Korea Republic,Belgium,Group Phase,1998-6-25,25.0,6.0,1998.0,1.0,1.0,20.0,55.0,36.0,50.0,48,22,30,45,28,27
849,Mexico,Netherlands,Group Phase,1998-6-25,25.0,6.0,1998.0,2.0,2.0,4.0,61.0,25.0,54.0,45,25,30,57,20,23
850,IR Iran,Germany,Group Phase,1998-6-25,25.0,6.0,1998.0,0.0,2.0,42.0,47.0,2.0,64.0,49,23,28,64,12,24
851,Yugoslavia,USA,Group Phase,1998-6-25,25.0,6.0,1998.0,1.0,0.0,8.0,59.0,11.0,58.0,54,28,18,41,32,27
852,Jamaica,Japan,Group Phase,1998-6-26,26.0,6.0,1998.0,2.0,1.0,30.0,52.0,12.0,57.0,48,24,28,50,27,23
853,Croatia,Argentina,Group Phase,1998-6-26,26.0,6.0,1998.0,0.0,1.0,19.0,55.0,6.0,60.0,39,14,17,49,17,34
854,Tunisia,Romania,Group Phase,1998-6-26,26.0,6.0,1998.0,1.0,1.0,21.0,55.0,22.0,54.0,48,23,29,53,24,23
855,England,Colombia,Group Phase,1998-6-26,26.0,6.0,1998.0,2.0,0.0,5.0,60.0,10.0,58.0,51,14,35,42,23,35
856,Norway,Italy,Round of 16,1998-6-27,27.0,6.0,1998.0,0.0,1.0,7.0,59.0,14.0,56.0,48,20,32,57,15,28
857,Chile,Brazil,Round of 16,1998-6-27,27.0,6.0,1998.0,1.0,4.0,9.0,58.0,1.0,71.0,43,33,24,69,9,22
858,Paraguay,France,Round of 16,1998-6-28,28.0,6.0,1998.0,0.0,1.0,29.0,52.0,18.0,56.0,44,32,24,55,13,32
859,Denmark,Nigeria,Round of 16,1998-6-28,28.0,6.0,1998.0,4.0,1.0,27.0,52.0,74.0,36.0,50,23,27,44,28,28
860,Mexico,Germany,Round of 16,1998-6-29,29.0,6.0,1998.0,1.0,2.0,4.0,61.0,2.0,64.0,45,25,30,64,12,24
861,Yugoslavia,Netherlands,Round of 16,1998-6-29,29.0,6.0,1998.0,1.0,2.0,8.0,59.0,25.0,54.0,54,28,18,57,20,23
862,Croatia,Romania,Round of 16,1998-6-30,30.0,6.0,1998.0,1.0,0.0,19.0,55.0,22.0,54.0,39,14,17,53,24,23
863,England,Argentina,Round of 16,1998-6-30,30.0,6.0,1998.0,2.0,2.0,5.0,60.0,6.0,60.0,51,14,35,49,17,34
864,France,Italy,Quarter Finals,1998-7-3,3.0,7.0,1998.0,0.0,0.0,18.0,56.0,14.0,56.0,55,13,32,57,15,28
865,Denmark,Brazil,Quarter Finals,1998-7-3,3.0,7.0,1998.0,2.0,3.0,27.0,52.0,1.0,71.0,50,23,27,69,9,22
866,Argentina,Netherlands,Quarter Finals,1998-7-4,4.0,7.0,1998.0,1.0,2.0,6.0,60.0,25.0,54.0,49,17,34,57,20,23
867,Croatia,Germany,Quarter Finals,1998-7-4,4.0,7.0,1998.0,3.0,0.0,19.0,55.0,2.0,64.0,39,14,17,64,12,24
868,Netherlands,Brazil,Semi Finals,1998-7-7,7.0,7.0,1998.0,1.0,1.0,25.0,54.0,1.0,71.0,57,20,23,69,9,22
869,Croatia,France,Semi Finals,1998-7-8,8.0,7.0,1998.0,1.0,2.0,19.0,55.0,18.0,56.0,39,14,17,55,13,32
870,Croatia,Netherlands,Play-off for third place,1998-7-11,11.0,7.0,1998.0,2.0,1.0,19.0,55.0,25.0,54.0,39,14,17,57,20,23
871,France,Brazil,Finals,1998-7-12,12.0,7.0,1998.0,3.0,0.0,18.0,56.0,1.0,71.0,55,13,32,69,9,22
872,Korea Republic,Spain,Group Phase,1994-6-17,17.0,6.0,1994.0,2.0,2.0,37.0,37.0,5.0,55.0,53,16,31,54,23,23
873,Bolivia,Germany,Group Phase,1994-6-17,17.0,6.0,1994.0,0.0,1.0,43.0,35.0,1.0,59.0,22,50,28,56,18,26
874,Switzerland,USA,Group Phase,1994-6-18,18.0,6.0,1994.0,1.0,1.0,12.0,53.0,23.0,46.0,42,30,28,32,38,30
875,Republic of Ireland,Italy,Group Phase,1994-6-18,18.0,6.0,1994.0,1.0,0.0,14.0,52.0,4.0,56.0,0,0,0,56,18,26
876,Romania,Colombia,Group Phase,1994-6-18,18.0,6.0,1994.0,3.0,1.0,7.0,55.0,17.0,51.0,49,24,27,47,20,33
877,Morocco,Belgium,Group Phase,1994-6-19,19.0,6.0,1994.0,0.0,1.0,28.0,43.0,27.0,43.0,39,24,37,45,30,25
878,Mexico,Norway,Group Phase,1994-6-19,19.0,6.0,1994.0,0.0,1.0,16.0,51.0,6.0,55.0,52,20,28,38,31,31
879,Sweden,Cameroon,Group Phase,1994-6-19,19.0,6.0,1994.0,2.0,2.0,10.0,54.0,24.0,45.0,54,22,24,46,21,33
880,Saudi Arabia,Netherlands,Group Phase,1994-6-20,20.0,6.0,1994.0,1.0,2.0,34.0,39.0,2.0,59.0,46,27,27,55,21,24
881,Russia,Brazil,Group Phase,1994-6-20,20.0,6.0,1994.0,0.0,2.0,19.0,49.0,3.0,58.0,49,20,31,57,15,28
882,Greece,Argentina,Group Phase,1994-6-21,21.0,6.0,1994.0,0.0,4.0,31.0,41.0,8.0,55.0,38,34,28,38,24,38
883,Bulgaria,Nigeria,Group Phase,1994-6-21,21.0,6.0,1994.0,0.0,3.0,29.0,43.0,11.0,54.0,39,33,28,45,23,32
884,Spain,Germany,Group Phase,1994-6-21,21.0,6.0,1994.0,1.0,1.0,5.0,55.0,1.0,59.0,54,23,23,56,18,26
885,Switzerland,Romania,Group Phase,1994-6-22,22.0,6.0,1994.0,4.0,1.0,12.0,53.0,7.0,55.0,42,30,28,49,24,27
886,Colombia,USA,Group Phase,1994-6-22,22.0,6.0,1994.0,1.0,2.0,17.0,51.0,23.0,46.0,47,20,33,32,38,30
887,Norway,Italy,Group Phase,1994-6-23,23.0,6.0,1994.0,0.0,1.0,6.0,55.0,4.0,56.0,38,31,31,56,18,26
888,Bolivia,Korea Republic,Group Phase,1994-6-23,23.0,6.0,1994.0,0.0,0.0,43.0,35.0,37.0,37.0,22,50,28,53,16,31
889,Republic of Ireland,Mexico,Group Phase,1994-6-24,24.0,6.0,1994.0,1.0,2.0,14.0,52.0,16.0,51.0,0,0,0,52,20,28
890,Russia,Sweden,Group Phase,1994-6-24,24.0,6.0,1994.0,1.0,3.0,19.0,49.0,10.0,54.0,49,20,31,54,22,24
891,Cameroon,Brazil,Group Phase,1994-6-24,24.0,6.0,1994.0,0.0,3.0,24.0,45.0,3.0,58.0,46,21,33,57,15,28
892,Netherlands,Belgium,Group Phase,1994-6-25,25.0,6.0,1994.0,0.0,1.0,2.0,59.0,27.0,43.0,55,21,24,45,30,25
893,Morocco,Saudi Arabia,Group Phase,1994-6-25,25.0,6.0,1994.0,1.0,2.0,28.0,43.0,34.0,39.0,39,24,37,46,27,27
894,Nigeria,Argentina,Group Phase,1994-6-25,25.0,6.0,1994.0,1.0,2.0,11.0,54.0,8.0,55.0,45,23,32,38,24,38
895,Greece,Bulgaria,Group Phase,1994-6-26,26.0,6.0,1994.0,0.0,4.0,31.0,41.0,29.0,43.0,38,34,28,39,33,28
896,Romania,USA,Group Phase,1994-6-26,26.0,6.0,1994.0,1.0,0.0,7.0,55.0,23.0,46.0,49,24,27,32,38,30
897,Colombia,Switzerland,Group Phase,1994-6-26,26.0,6.0,1994.0,2.0,0.0,17.0,51.0,12.0,53.0,47,20,33,42,30,28
898,Korea Republic,Germany,Group Phase,1994-6-27,27.0,6.0,1994.0,2.0,3.0,37.0,37.0,1.0,59.0,53,16,31,56,18,26
899,Spain,Bolivia,Group Phase,1994-6-27,27.0,6.0,1994.0,3.0,1.0,5.0,55.0,43.0,35.0,54,23,23,22,50,28
900,Norway,Republic of Ireland,Group Phase,1994-6-28,28.0,6.0,1994.0,0.0,0.0,6.0,55.0,14.0,52.0,38,31,31,0,0,0
901,Sweden,Brazil,Group Phase,1994-6-28,28.0,6.0,1994.0,1.0,1.0,10.0,54.0,3.0,58.0,54,22,24,57,15,28
902,Mexico,Italy,Group Phase,1994-6-28,28.0,6.0,1994.0,1.0,1.0,16.0,51.0,4.0,56.0,52,20,28,56,18,26
903,Cameroon,Russia,Group Phase,1994-6-28,28.0,6.0,1994.0,1.0,6.0,24.0,45.0,19.0,49.0,46,21,33,49,20,31
904,Netherlands,Morocco,Group Phase,1994-6-29,29.0,6.0,1994.0,2.0,1.0,2.0,59.0,28.0,43.0,55,21,24,39,24,37
905,Saudi Arabia,Belgium,Group Phase,1994-6-29,29.0,6.0,1994.0,1.0,0.0,34.0,39.0,27.0,43.0,46,27,27,45,30,25
906,Nigeria,Greece,Group Phase,1994-6-30,30.0,6.0,1994.0,2.0,0.0,11.0,54.0,31.0,41.0,45,23,32,38,34,28
907,Bulgaria,Argentina,Group Phase,1994-6-30,30.0,6.0,1994.0,2.0,0.0,29.0,43.0,8.0,55.0,39,33,28,38,24,38
908,Belgium,Germany,Round of 16,1994-7-2,2.0,7.0,1994.0,2.0,3.0,27.0,43.0,1.0,59.0,45,30,25,56,18,26
909,Switzerland,Spain,Round of 16,1994-7-2,2.0,7.0,1994.0,0.0,3.0,12.0,53.0,5.0,55.0,42,30,28,54,23,23
910,Sweden,Saudi Arabia,Round of 16,1994-7-3,3.0,7.0,1994.0,3.0,1.0,10.0,54.0,34.0,39.0,54,22,24,46,27,27
911,Argentina,Romania,Round of 16,1994-7-3,3.0,7.0,1994.0,2.0,3.0,8.0,55.0,7.0,55.0,38,24,38,49,24,27
